MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
1.0,3.0,6.0,6.0,6.0,5.0,4.0,10.0,7.0,2.0,5.0,7.0,5.0,3.0,9.0,5.0,4.0,5.0,3.0,3.0,0.495
4.0,5.0,7.0,2.0,6.0,4.0,3.0,6.0,7.0,5.0,3.0,3.0,1.0,7.0,4.0,7.0,6.0,10.0,6.0,3.0,0.495
6.0,3.0,9.0,1.0,2.0,6.0,2.0,8.0,7.0,0.0,10.0,2.0,6.0,9.0,5.0,4.0,5.0,3.0,4.0,8.0,0.5
9.0,2.0,7.0,7.0,6.0,6.0,4.0,5.0,2.0,6.0,4.0,5.0,5.0,5.0,6.0,1.0,2.0,4.0,5.0,5.0,0.48
5.0,6.0,3.0,6.0,7.0,2.0,4.0,4.0,7.0,3.0,3.0,10.0,2.0,6.0,4.0,4.0,4.0,6.0,5.0,4.0,0.475
8.0,7.0,5.0,3.0,3.0,6.0,6.0,7.0,4.0,3.0,1.0,6.0,7.0,3.0,5.0,2.0,10.5,5.0,4.0,8.0,0.53
6.0,5.0,7.0,6.0,4.0,4.0,1.0,4.0,5.0,9.0,3.0,6.0,3.0,7.0,5.0,6.0,3.0,1.0,6.0,1.0,0.46
3.0,8.0,7.0,7.0,7.0,8.0,4.0,3.0,1.0,2.0,8.0,3.0,3.0,5.0,6.0,1.0,5.0,10.0,3.0,4.0,0.49
9.0,6.0,3.0,6.0,5.0,4.0,4.0,6.0,9.0,3.0,3.0,5.0,7.0,2.0,4.0,4.0,5.0,6.0,5.0,8.0,0.52
0.0,6.0,5.0,8.0,7.0,4.0,3.0,6.0,6.0,9.0,3.0,2.0,6.0,5.0,2.0,10.5,3.0,6.0,7.0,5.0,0.525
2.0,2.0,4.0,10.5,3.0,4.0,4.0,4.0,10.5,3.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,10.5,4.0,7.0,0.48
6.0,6.0,4.0,1.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,10.0,7.0,3.0,6.0,4.0,6.0,3.0,5.0,0.485
7.0,6.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,7.0,4.0,4.0,6.0,5.0,9.0,2.0,4.0,6.0,3.0,0.525
4.0,10.0,4.0,9.0,2.0,5.0,2.0,4.0,4.0,5.0,6.0,7.0,5.0,2.0,3.0,6.0,7.0,2.0,7.0,7.0,0.505
4.0,6.0,10.0,8.0,7.0,2.0,3.0,2.0,6.0,3.0,7.0,6.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,0.455
4.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,7.0,8.0,6.0,5.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,6.0,0.455
1.0,5.0,2.0,10.5,6.0,3.0,4.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,10.0,8.0,5.0,6.0,3.0,3.0,0.5
4.0,4.0,5.0,7.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,4.0,0.0,7.0,4.0,7.0,3.0,8.0,6.0,4.0,0.445
3.0,4.0,4.0,5.0,5.0,4.0,9.0,7.0,5.0,4.0,8.0,7.0,5.0,9.0,1.0,2.0,1.0,4.0,4.0,3.0,0.47
3.0,7.0,6.0,3.0,9.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,2.0,8.0,7.0,10.5,7.0,6.0,10.0,7.0,0.625
5.0,4.0,3.0,6.0,3.0,4.0,5.0,9.0,4.0,4.0,4.0,5.0,7.0,9.0,6.0,3.0,5.0,4.0,5.0,8.0,0.515
6.0,8.0,5.0,5.0,7.0,9.0,3.0,3.0,3.0,10.0,9.0,3.0,9.0,5.0,4.0,8.0,2.0,3.0,5.0,7.0,0.57
9.0,5.0,1.0,4.0,6.0,3.0,3.0,7.0,7.0,5.0,5.0,4.0,9.0,7.0,6.0,1.0,7.0,4.0,4.0,8.0,0.525
5.0,2.0,5.0,2.0,4.0,7.0,0.0,7.0,5.0,5.0,4.0,4.0,7.0,7.0,5.0,4.0,8.0,7.0,7.0,4.0,0.495
4.0,4.0,8.0,4.0,4.0,7.0,5.0,4.0,8.0,6.0,3.0,7.0,3.0,6.0,3.0,4.0,3.0,6.0,7.0,7.0,0.515
4.0,6.0,2.0,3.0,6.0,2.0,4.0,1.0,6.0,2.0,3.0,7.0,6.0,9.0,3.0,4.0,4.0,10.5,5.0,4.0,0.465
3.0,6.0,6.0,3.0,5.0,7.0,2.0,3.0,0.0,2.0,5.0,1.0,8.0,6.0,5.0,4.0,5.0,6.0,7.0,7.0,0.455
6.0,6.0,3.0,2.0,4.0,7.0,5.0,5.0,4.0,2.0,3.0,6.0,3.0,6.0,3.0,2.0,7.0,5.0,5.0,7.0,0.455
5.0,2.0,6.0,5.0,0.0,6.0,4.0,2.0,6.0,7.0,6.0,6.0,7.0,3.0,5.0,3.0,5.0,6.0,4.0,6.0,0.47
6.0,2.0,5.0,8.0,6.0,5.0,4.0,6.0,10.0,8.0,5.0,8.0,7.0,4.0,3.0,5.0,3.0,5.0,4.0,7.0,0.555
8.0,4.0,6.0,4.0,8.0,10.5,5.0,6.0,8.0,1.0,6.0,1.0,3.0,8.0,0.0,3.0,5.0,6.0,4.0,6.0,0.52
6.0,5.0,8.0,4.0,6.0,7.0,10.0,6.0,4.0,4.0,8.0,2.0,2.0,4.0,6.0,5.0,7.0,6.0,7.0,7.0,0.57
8.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,1.0,6.0,6.0,7.0,6.0,6.0,0.5
6.0,2.0,8.0,5.0,5.0,10.0,10.0,5.0,5.0,6.0,5.0,3.0,7.0,5.0,2.0,4.0,7.0,5.0,0.0,2.0,0.51
8.0,5.0,5.0,5.0,5.0,8.0,5.0,2.0,3.0,3.0,7.0,2.0,4.0,4.0,2.0,6.0,8.0,7.0,4.0,6.0,0.495
8.0,6.0,2.0,5.0,0.0,6.0,6.0,3.0,6.0,10.5,9.0,4.0,6.0,7.0,4.0,3.0,4.0,3.0,6.0,3.0,0.51
4.0,10.5,3.0,3.0,5.0,4.0,7.0,6.0,6.0,1.0,7.0,6.0,8.0,3.0,5.0,6.0,5.0,4.0,2.0,10.0,0.53
3.0,5.0,2.0,5.0,6.0,5.0,4.0,6.0,7.0,7.0,7.0,2.0,2.0,3.0,3.0,7.0,7.0,1.0,6.0,9.0,0.485
5.0,5.0,4.0,3.0,2.0,3.0,3.0,6.0,8.0,3.0,7.0,5.0,7.0,4.0,4.0,3.0,2.0,7.0,3.0,3.0,0.435
3.0,1.0,4.0,2.0,7.0,4.0,4.0,4.0,4.0,5.0,8.0,4.0,8.0,8.0,5.0,5.0,6.0,3.0,4.0,5.0,0.47
4.0,4.0,5.0,8.0,2.0,3.0,8.0,3.0,3.0,8.0,6.0,5.0,6.0,7.0,4.0,4.0,4.0,4.0,5.0,4.0,0.485
10.5,3.0,7.0,6.0,3.0,5.0,4.0,5.0,1.0,7.0,6.0,7.0,3.0,6.0,5.0,0.0,2.0,7.0,3.0,6.0,0.49
3.0,3.0,2.0,6.0,7.0,6.0,3.0,6.0,7.0,8.0,1.0,5.0,3.0,4.0,4.0,7.0,6.0,5.0,5.0,6.0,0.485
3.0,6.0,7.0,5.0,1.0,5.0,1.0,6.0,8.0,2.0,4.0,5.0,9.0,7.0,4.0,5.0,7.0,6.0,6.0,8.0,0.525
2.0,6.0,7.0,9.0,5.0,8.0,3.0,7.0,3.0,8.0,3.0,6.0,7.0,4.0,4.0,3.0,4.0,5.0,9.0,3.0,0.53
8.0,5.0,4.0,3.0,5.0,7.0,10.0,6.0,8.0,4.0,7.0,6.0,6.0,6.0,8.0,7.0,6.0,4.0,4.0,6.0,0.6
6.0,3.0,4.0,5.0,4.0,4.0,9.0,6.0,3.0,2.0,7.0,6.0,1.0,6.0,2.0,6.0,5.0,6.0,1.0,10.5,0.485
4.0,5.0,7.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,9.0,5.0,8.0,5.0,3.0,3.0,7.0,3.0,0.45
10.5,5.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,10.0,6.0,6.0,3.0,5.0,3.0,8.0,8.0,3.0,7.0,3.0,0.545
3.0,4.0,6.0,3.0,7.0,4.0,2.0,2.0,5.0,6.0,6.0,4.0,3.0,2.0,6.0,7.0,3.0,8.0,5.0,1.0,0.435
6.0,10.5,8.0,5.0,5.0,6.0,7.0,6.0,3.0,9.0,6.0,6.0,2.0,6.0,5.0,3.0,5.0,4.0,7.0,1.0,0.56
2.0,3.0,9.0,3.0,4.0,7.0,6.0,6.0,4.0,6.0,9.0,5.0,7.0,6.0,6.0,5.0,2.0,4.0,1.0,6.0,0.505
0.0,5.0,4.0,8.0,8.0,4.0,8.0,3.0,4.0,3.0,5.0,7.0,5.0,5.0,7.0,4.0,3.0,5.0,9.0,3.0,0.5
4.0,4.0,8.0,2.0,5.0,8.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,8.0,5.0,5.0,6.0,5.0,5.0,4.0,0.48
5.0,3.0,3.0,10.0,3.0,1.0,4.0,7.0,1.0,7.0,10.0,6.0,5.0,6.0,5.0,9.0,9.0,9.0,4.0,6.0,0.565
3.0,4.0,6.0,5.0,4.0,9.0,4.0,1.0,8.0,3.0,4.0,4.0,9.0,2.0,5.0,2.0,6.0,5.0,1.0,8.0,0.465
6.0,6.0,4.0,4.0,7.0,2.0,3.0,5.0,4.0,4.0,8.0,3.0,4.0,4.0,2.0,6.0,6.0,4.0,5.0,6.0,0.465
5.0,7.0,3.0,8.0,6.0,9.0,4.0,4.0,4.0,6.0,7.0,6.0,5.0,3.0,2.0,6.0,5.0,6.0,3.0,7.0,0.53
7.0,4.0,3.0,7.0,2.0,5.0,5.0,4.0,3.0,2.0,7.0,7.0,6.0,9.0,5.0,2.0,5.0,2.0,6.0,3.0,0.47
4.0,4.0,2.0,10.0,9.0,2.0,5.0,9.0,6.0,5.0,5.0,3.0,8.0,8.0,5.0,1.0,4.0,8.0,3.0,4.0,0.525
7.0,5.0,4.0,10.0,4.0,7.0,6.0,5.0,5.0,2.0,10.0,0.0,7.0,4.0,7.0,2.0,9.0,4.0,3.0,10.5,0.56
1.0,9.0,6.0,4.0,5.0,6.0,4.0,10.0,3.0,7.0,6.0,5.0,2.0,7.0,5.0,4.0,5.0,5.0,6.0,6.0,0.53
4.0,9.0,3.0,3.0,3.0,9.0,3.0,6.0,10.0,9.0,6.0,6.0,2.0,2.0,4.0,3.0,1.0,5.0,7.0,2.0,0.485
5.0,5.0,9.0,2.0,3.0,6.0,1.0,7.0,4.0,6.0,3.0,2.0,5.0,9.0,4.0,1.0,5.0,5.0,7.0,8.0,0.485
4.0,3.0,4.0,6.0,6.0,8.0,3.0,4.0,3.0,3.0,8.0,6.0,6.0,7.0,3.0,5.0,7.0,6.0,6.0,1.0,0.495
3.0,4.0,6.0,5.0,4.0,2.0,6.0,4.0,4.0,2.0,6.0,3.0,7.0,6.0,5.0,3.0,6.0,1.0,8.0,4.0,0.445
6.0,9.0,3.0,4.0,5.0,3.0,8.0,6.0,8.0,6.0,2.0,4.0,4.0,10.0,5.0,5.0,5.0,5.0,4.0,3.0,0.525
2.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,3.0,8.0,5.0,5.0,10.0,6.0,6.0,8.0,6.0,3.0,2.0,5.0,0.51
7.0,8.0,5.0,6.0,5.0,9.0,5.0,4.0,3.0,4.0,7.0,10.0,3.0,6.0,3.0,2.0,3.0,6.0,4.0,4.0,0.52
2.0,2.0,6.0,7.0,10.0,6.0,4.0,6.0,3.0,3.0,3.0,6.0,6.0,7.0,4.0,4.0,3.0,8.0,2.0,4.0,0.48
4.0,5.0,3.0,5.0,5.0,8.0,4.0,5.0,4.0,9.0,5.0,10.0,6.0,4.0,2.0,3.0,5.0,6.0,5.0,7.0,0.525
2.0,4.0,6.0,5.0,7.0,4.0,6.0,2.0,3.0,6.0,3.0,5.0,5.0,7.0,7.0,1.0,2.0,3.0,3.0,7.0,0.44
4.0,6.0,6.0,2.0,5.0,7.0,2.0,2.0,8.0,4.0,6.0,2.0,7.0,7.0,8.0,3.0,0.0,4.0,6.0,7.0,0.48
4.0,8.0,3.0,7.0,4.0,9.0,3.0,9.0,10.0,4.0,3.0,5.0,5.0,6.0,3.0,4.0,4.0,4.0,5.0,3.0,0.515
5.0,2.0,4.0,5.0,4.0,7.0,6.0,6.0,6.0,4.0,4.0,1.0,5.0,6.0,9.0,3.0,7.0,2.0,7.0,7.0,0.5
3.0,1.0,8.0,6.0,1.0,3.0,8.0,6.0,9.0,6.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,6.0,7.0,3.0,0.44
3.0,4.0,3.0,5.0,10.0,3.0,2.0,5.0,4.0,2.0,6.0,3.0,2.0,4.0,3.0,7.0,6.0,5.0,7.0,7.0,0.455
5.0,4.0,3.0,5.0,3.0,6.0,4.0,8.0,3.0,4.0,5.0,10.0,4.0,3.0,4.0,5.0,6.0,3.0,8.0,2.0,0.475
3.0,7.0,3.0,5.0,2.0,4.0,7.0,4.0,6.0,7.0,4.0,4.0,10.0,7.0,5.0,8.0,10.0,5.0,7.0,7.0,0.575
3.0,4.0,8.0,5.0,6.0,3.0,6.0,1.0,7.0,4.0,3.0,7.0,1.0,6.0,9.0,6.0,6.0,3.0,5.0,8.0,0.505
3.0,8.0,6.0,2.0,5.0,6.0,5.0,6.0,7.0,7.0,3.0,6.0,6.0,2.0,8.0,1.0,3.0,6.0,2.0,2.0,0.47
4.0,5.0,3.0,2.0,6.0,9.0,5.0,4.0,3.0,7.0,1.0,8.0,5.0,6.0,3.0,5.0,4.0,2.0,3.0,9.0,0.47
8.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,7.0,3.0,4.0,4.0,7.0,6.0,5.0,2.0,6.0,6.0,4.0,2.0,0.415
5.0,3.0,8.0,4.0,6.0,5.0,7.0,5.0,0.0,5.0,7.0,8.0,8.0,3.0,5.0,5.0,4.0,7.0,6.0,3.0,0.52
7.0,4.0,5.0,8.0,5.0,6.0,7.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,7.0,5.0,3.0,5.0,2.0,4.0,0.485
8.0,6.0,6.0,7.0,5.0,6.0,2.0,4.0,6.0,7.0,2.0,2.0,7.0,4.0,7.0,6.0,4.0,4.0,4.0,7.0,0.52
3.0,4.0,10.5,6.0,3.0,4.0,7.0,4.0,2.0,3.0,6.0,3.0,7.0,4.0,3.0,5.0,5.0,6.0,6.0,4.0,0.48
4.0,1.0,4.0,4.0,6.0,6.0,7.0,4.0,6.0,7.0,3.0,4.0,6.0,5.0,6.0,4.0,3.0,9.0,5.0,6.0,0.5
2.0,6.0,4.0,2.0,3.0,6.0,9.0,5.0,4.0,3.0,3.0,1.0,7.0,5.0,2.0,4.0,6.0,6.0,6.0,3.0,0.435
5.0,7.0,3.0,5.0,1.0,7.0,5.0,7.0,6.0,6.0,2.0,6.0,7.0,7.0,3.0,5.0,4.0,7.0,6.0,4.0,0.515
3.0,8.0,2.0,3.0,6.0,7.0,4.0,8.0,4.0,6.0,2.0,3.0,4.0,2.0,6.0,10.0,7.0,6.0,8.0,5.0,0.52
4.0,5.0,5.0,8.0,4.0,8.0,4.0,6.0,6.0,4.0,6.0,6.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,0.465
2.0,4.0,6.0,7.0,10.0,7.0,1.0,8.0,9.0,8.0,6.0,4.0,10.0,9.0,7.0,2.0,9.0,6.0,5.0,6.0,0.63
3.0,9.0,4.0,6.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,6.0,4.0,3.0,3.0,4.0,0.415
4.0,4.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,9.0,1.0,9.0,5.0,5.0,3.0,8.0,5.0,3.0,2.0,6.0,0.52
8.0,5.0,4.0,3.0,10.0,5.0,2.0,4.0,9.0,6.0,6.0,6.0,3.0,4.0,7.0,4.0,10.5,4.0,3.0,7.0,0.555
9.0,4.0,6.0,3.0,8.0,3.0,3.0,7.0,9.0,9.0,3.0,7.0,1.0,6.0,3.0,5.0,10.5,5.0,3.0,8.0,0.565
8.0,5.0,6.0,3.0,3.0,6.0,6.0,6.0,3.0,7.0,4.0,7.0,2.0,3.0,5.0,6.0,5.0,5.0,5.0,3.0,0.49
3.0,3.0,3.0,7.0,8.0,6.0,7.0,5.0,5.0,7.0,4.0,8.0,5.0,1.0,7.0,5.0,4.0,5.0,6.0,8.0,0.535
0.0,10.5,2.0,6.0,5.0,3.0,8.0,3.0,1.0,7.0,4.0,3.0,3.0,4.0,1.0,5.0,3.0,2.0,6.0,5.0,0.415
4.0,5.0,7.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,7.0,1.0,5.0,4.0,6.0,8.0,4.0,9.0,9.0,4.0,0.52
3.0,5.0,6.0,1.0,3.0,2.0,9.0,5.0,5.0,6.0,8.0,7.0,8.0,4.0,3.0,10.0,4.0,8.0,3.0,3.0,0.515
5.0,2.0,2.0,3.0,9.0,4.0,7.0,1.0,7.0,4.0,5.0,8.0,7.0,7.0,2.0,8.0,6.0,4.0,2.0,4.0,0.485
7.0,7.0,4.0,6.0,4.0,5.0,6.0,2.0,6.0,3.0,7.0,9.0,9.0,2.0,4.0,6.0,9.0,3.0,5.0,4.0,0.54
5.0,10.0,4.0,7.0,5.0,5.0,6.0,6.0,5.0,10.0,4.0,7.0,7.0,2.0,3.0,4.0,4.0,2.0,8.0,7.0,0.555
5.0,4.0,5.0,4.0,5.0,3.0,1.0,5.0,10.5,1.0,10.0,4.0,5.0,4.0,4.0,8.0,4.0,5.0,4.0,6.0,0.49
6.0,9.0,5.0,8.0,6.0,3.0,2.0,7.0,8.0,3.0,5.0,3.0,5.0,8.0,9.0,4.0,4.0,1.0,5.0,5.0,0.53
7.0,8.0,4.0,3.0,7.0,2.0,4.0,7.0,6.0,9.0,7.0,7.0,3.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,0.535
2.0,4.0,6.0,5.0,1.0,5.0,2.0,5.0,6.0,3.0,7.0,4.0,4.0,10.5,4.0,8.0,6.0,5.0,10.5,4.0,0.52
4.0,2.0,4.0,1.0,7.0,6.0,3.0,6.0,6.0,4.0,5.0,1.0,6.0,3.0,4.0,5.0,3.0,6.0,4.0,8.0,0.44
3.0,5.0,4.0,3.0,0.0,6.0,2.0,6.0,2.0,8.0,8.0,10.5,3.0,4.0,5.0,5.0,6.0,5.0,7.0,5.0,0.49
3.0,5.0,3.0,7.0,6.0,5.0,4.0,2.0,5.0,5.0,4.0,10.5,9.0,2.0,5.0,8.0,4.0,1.0,2.0,4.0,0.475
5.0,3.0,5.0,8.0,7.0,9.0,5.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,4.0,3.0,4.0,5.0,6.0,0.435
3.0,3.0,3.0,5.0,1.0,4.0,10.0,6.0,3.0,3.0,7.0,5.0,5.0,3.0,6.0,3.0,5.0,8.0,6.0,4.0,0.465
10.5,5.0,5.0,7.0,5.0,6.0,7.0,5.0,3.0,6.0,3.0,2.0,10.0,3.0,3.0,3.0,2.0,8.0,5.0,3.0,0.515
3.0,0.0,4.0,6.0,3.0,4.0,3.0,4.0,5.0,2.0,8.0,6.0,8.0,5.0,5.0,5.0,3.0,6.0,10.0,4.0,0.47
2.0,6.0,9.0,4.0,6.0,4.0,7.0,4.0,7.0,5.0,5.0,5.0,4.0,10.5,6.0,10.0,5.0,5.0,5.0,6.0,0.58
4.0,3.0,6.0,5.0,4.0,8.0,7.0,5.0,10.5,4.0,9.0,4.0,4.0,1.0,4.0,6.0,6.0,5.0,7.0,4.0,0.535
8.0,5.0,6.0,5.0,5.0,2.0,7.0,5.0,5.0,7.0,3.0,3.0,6.0,3.0,7.0,3.0,4.0,3.0,4.0,3.0,0.47
5.0,4.0,3.0,5.0,4.0,8.0,2.0,9.0,5.0,5.0,5.0,8.0,4.0,7.0,2.0,3.0,6.0,4.0,2.0,3.0,0.47
6.0,0.0,4.0,1.0,4.0,5.0,3.0,6.0,4.0,1.0,7.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,5.0,3.0,0.395
5.0,7.0,4.0,4.0,6.0,6.0,2.0,4.0,5.0,7.0,5.0,2.0,5.0,2.0,5.0,7.0,3.0,10.0,6.0,6.0,0.505
4.0,1.0,6.0,5.0,3.0,5.0,8.0,3.0,5.0,7.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,0.42
5.0,6.0,10.0,5.0,7.0,7.0,9.0,4.0,2.0,3.0,5.0,0.0,5.0,2.0,5.0,6.0,5.0,8.0,5.0,6.0,0.525
6.0,7.0,5.0,4.0,6.0,6.0,4.0,8.0,3.0,3.0,6.0,5.0,3.0,5.0,6.0,8.0,10.5,3.0,4.0,6.0,0.55
4.0,3.0,7.0,8.0,10.0,2.0,4.0,5.0,4.0,2.0,3.0,5.0,6.0,5.0,6.0,6.0,3.0,4.0,9.0,4.0,0.5
2.0,6.0,3.0,3.0,3.0,9.0,3.0,7.0,1.0,3.0,7.0,9.0,2.0,5.0,4.0,1.0,6.0,10.0,3.0,1.0,0.44
3.0,4.0,4.0,3.0,5.0,3.0,4.0,9.0,7.0,1.0,7.0,4.0,4.0,4.0,10.5,10.0,5.0,7.0,4.0,5.0,0.53
3.0,10.0,5.0,6.0,4.0,1.0,5.0,4.0,4.0,8.0,10.0,3.0,4.0,4.0,7.0,9.0,3.0,8.0,6.0,5.0,0.545
6.0,4.0,10.0,4.0,3.0,10.0,10.0,9.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,7.0,6.0,6.0,0.55
3.0,2.0,3.0,10.0,7.0,5.0,4.0,3.0,3.0,6.0,2.0,3.0,4.0,6.0,6.0,4.0,5.0,1.0,4.0,7.0,0.44
2.0,3.0,5.0,2.0,2.0,5.0,6.0,4.0,7.0,6.0,7.0,1.0,2.0,6.0,3.0,8.0,5.0,6.0,4.0,7.0,0.455
3.0,2.0,7.0,5.0,6.0,7.0,4.0,6.0,5.0,4.0,3.0,4.0,6.0,4.0,5.0,3.0,4.0,6.0,5.0,9.0,0.49
2.0,7.0,6.0,9.0,3.0,3.0,6.0,3.0,2.0,3.0,0.0,3.0,4.0,8.0,5.0,3.0,8.0,7.0,5.0,8.0,0.475
5.0,7.0,8.0,4.0,6.0,8.0,6.0,3.0,4.0,1.0,5.0,8.0,10.5,4.0,7.0,1.0,5.0,5.0,6.0,4.0,0.54
4.0,2.0,5.0,7.0,1.0,1.0,6.0,7.0,3.0,6.0,1.0,4.0,3.0,5.0,7.0,4.0,7.0,3.0,4.0,5.0,0.425
9.0,5.0,7.0,9.0,5.0,3.0,7.0,4.0,2.0,3.0,1.0,10.5,8.0,2.0,4.0,10.0,9.0,5.0,2.0,4.0,0.555
2.0,3.0,6.0,6.0,2.0,3.0,2.0,4.0,6.0,5.0,8.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,7.0,0.43
5.0,5.0,7.0,8.0,4.0,9.0,3.0,5.0,5.0,7.0,4.0,6.0,10.5,4.0,10.5,6.0,6.0,5.0,6.0,6.0,0.625
10.5,7.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,3.0,6.0,2.0,4.0,6.0,5.0,3.0,9.0,5.0,0.525
3.0,6.0,6.0,7.0,4.0,10.5,5.0,7.0,6.0,3.0,2.0,5.0,3.0,7.0,7.0,5.0,6.0,6.0,5.0,4.0,0.55
4.0,5.0,7.0,2.0,7.0,8.0,2.0,2.0,3.0,7.0,6.0,2.0,7.0,0.0,5.0,6.0,1.0,5.0,8.0,9.0,0.48
8.0,7.0,8.0,5.0,7.0,4.0,7.0,1.0,10.5,7.0,4.0,5.0,3.0,3.0,7.0,3.0,2.0,0.0,4.0,5.0,0.505
8.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,7.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,6.0,7.0,4.0,0.445
7.0,4.0,8.0,3.0,7.0,4.0,3.0,2.0,3.0,2.0,4.0,8.0,2.0,6.0,3.0,3.0,7.0,5.0,3.0,7.0,0.455
9.0,3.0,5.0,8.0,1.0,4.0,4.0,7.0,2.0,0.0,3.0,6.0,2.0,5.0,7.0,3.0,10.5,2.0,3.0,5.0,0.45
6.0,5.0,6.0,6.0,2.0,10.0,5.0,10.0,5.0,7.0,8.0,4.0,3.0,7.0,7.0,10.5,3.0,7.0,6.0,4.0,0.61
6.0,4.0,2.0,4.0,2.0,4.0,6.0,6.0,4.0,6.0,8.0,3.0,4.0,2.0,6.0,5.0,4.0,9.0,4.0,5.0,0.47
6.0,4.0,3.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,9.0,6.0,5.0,1.0,2.0,4.0,5.0,0.53
1.0,5.0,6.0,4.0,5.0,10.0,4.0,4.0,5.0,8.0,4.0,5.0,4.0,6.0,5.0,2.0,4.0,0.0,5.0,4.0,0.455
9.0,10.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,9.0,8.0,3.0,0.0,4.0,4.0,6.0,3.0,5.0,4.0,7.0,0.475
6.0,7.0,6.0,7.0,7.0,6.0,5.0,4.0,6.0,4.0,7.0,1.0,3.0,5.0,6.0,5.0,9.0,8.0,10.0,3.0,0.575
4.0,7.0,8.0,5.0,1.0,7.0,5.0,5.0,6.0,6.0,5.0,2.0,3.0,8.0,5.0,3.0,6.0,3.0,6.0,10.5,0.53
6.0,2.0,3.0,4.0,5.0,3.0,6.0,5.0,8.0,3.0,8.0,5.0,7.0,3.0,6.0,2.0,1.0,3.0,4.0,1.0,0.425
4.0,6.0,2.0,10.5,10.0,7.0,5.0,5.0,2.0,5.0,4.0,3.0,2.0,6.0,7.0,4.0,2.0,7.0,4.0,2.0,0.49
2.0,4.0,10.5,5.0,3.0,7.0,8.0,4.0,4.0,6.0,7.0,5.0,5.0,9.0,6.0,5.0,2.0,8.0,3.0,3.0,0.54
3.0,5.0,7.0,3.0,3.0,5.0,4.0,7.0,5.0,4.0,6.0,5.0,5.0,1.0,4.0,6.0,2.0,4.0,10.0,4.0,0.465
4.0,5.0,7.0,6.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,10.5,3.0,3.0,9.0,4.0,6.0,10.0,0.51
3.0,7.0,1.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,1.0,7.0,2.0,5.0,4.0,2.0,4.0,6.0,3.0,4.0,0.45
5.0,5.0,3.0,2.0,8.0,4.0,3.0,3.0,5.0,4.0,6.0,5.0,1.0,5.0,6.0,9.0,4.0,8.0,5.0,5.0,0.48
5.0,5.0,7.0,5.0,4.0,7.0,5.0,8.0,5.0,3.0,3.0,4.0,2.0,7.0,6.0,7.0,5.0,4.0,3.0,2.0,0.485
5.0,4.0,7.0,3.0,8.0,6.0,9.0,4.0,7.0,6.0,4.0,7.0,7.0,3.0,10.0,5.0,2.0,8.0,3.0,2.0,0.55
5.0,5.0,5.0,6.0,7.0,10.0,8.0,7.0,3.0,2.0,6.0,3.0,6.0,2.0,7.0,7.0,3.0,7.0,5.0,4.0,0.54
8.0,2.0,4.0,7.0,2.0,7.0,2.0,6.0,4.0,4.0,5.0,5.0,5.0,7.0,5.0,7.0,10.5,3.0,5.0,5.0,0.53
